deployer,total_tokens,rugged,honeypots,successful,avg_lifespan_hours,success_rate,rug_rate,score,first_seen_block,last_seen_block
0xaf8de02b59c40b5a22b3f45f904bc774795ebe59,3,0,0,0,0.0,0.0,0.0,5.6815,87211999,88478285
0xb1bb5b5a92c028240658cd03d3c60d7cd831bf00,10,1,0,0,0.0,0.0,0.1,1.3954,87721723,88968529
0xb1f93b7951d53d93bc84bf55cfd4f67a019c7cfa,1,0,0,0,0.0,0.0,0.0,0.0,87715439,87715439
0xb23369ad9bc4c8190964b765b14020e43a1407a3,2,0,0,0,0.0,0.0,0.0,0.0,86861068,86863836
0xb28d0ff21b8ae32f3601816a3fdff7faec94d137,5,0,0,0,0.0,0.0,0.0,8.0,86896497,87864254
0xb3934c8806ba5afacaa8564396b5d70e30bde03b,2,0,0,0,0.0,0.0,0.0,2.6836,88085365,88452998
0xb3d0b2a8700ee22ce12d33bd304c5275a32b9274,2,0,0,0,0.0,0.0,0.0,0.0,86945392,88076027
0xb405cfd0958f86d5a4e6f5fc519624055324382b,3,0,0,1,0.0,0.333333,0.0,49.0,86867343,87227225
0xb41d1207acfc5626aa61ab1a09abf7c220e1e434,2,0,0,0,0.0,0.0,0.0,0.0,86893595,86903384
0xb44e527632f7bf15ef1741667a13bf7e1f6fe4b9,1,0,0,0,0.0,0.0,0.0,0.0,88342421,88342421
0xb469ee92850af5a7b9e8b81766cc42314c95d043,1,0,0,1,0.0,1.0,0.0,45.0812,88074250,88074250
0xb53fba5533244773967913bd8cdd07897c492719,3,0,0,0,0.0,0.0,0.0,7.4732,87219040,87993007
0xb5755853145efd17d464176bec0aebbd253f9c24,8,1,0,1,0.0,0.125,0.125,6.1405,87986905,88947573
0xb65d4a7c86bfa8b50be280d98aa6ac165941c77e,1,0,0,0,0.0,0.0,0.0,0.0,88408065,88408065
0xb6ea88b6e37443d18b77428f79ef28e5a55d400f,1,0,0,0,0.0,0.0,0.0,0.0,87844169,87844169
0xb746b26b94d14374333bd6ddd0f12d96be721f00,4,0,0,0,0.0,0.0,0.0,4.0,86843955,87577868
0xb750cb317ce8a4c94f18da436e8dcb82489ffb47,2,1,0,0,0.0,0.0,0.5,-37.7608,88679501,89278891
0xb83ae281cbd1a3eece0fef1a13ca0a5b268e3c81,16,0,0,1,0.0,0.0625,0.0,13.2009,86847422,89231195
0xb854c84c540e711356778bc46d929f25c3188430,1,0,0,0,0.0,0.0,0.0,0.0,87453590,87453590
0xb8836f67e8a279712d512bf3f00fb0cf3a4285e2,1,0,0,0,0.0,0.0,0.0,0.0,87235360,87235360
0xb883cb044e8225adbd8f6d7656dc6f43bf55a9b7,1,0,0,0,0.0,0.0,0.0,0.0,87062806,87062806
0xb8b52201463adc5793be32ed15359e01542f06ba,1,0,0,0,0.0,0.0,0.0,2.7819,87224164,87224164
0xba781e8592216bc28f8279b1ff09d9a24ee48705,5,1,0,1,0.0,0.2,0.2,1.5678,87127296,88226285
0xbb6acb5719c9f9a795a0c556e1423944ada77199,1,0,0,0,0.0,0.0,0.0,0.0,87090502,87090502
0xbc3adb3819a18f4d9303d4313e3fe463dca157ba,1,0,0,0,0.0,0.0,0.0,0.0,89185687,89185687
0xbc640a169dcbc4873eb99bce6b66a470f639b9e7,1,0,0,1,0.0,1.0,0.0,40.0,89020454,89020454
0xbc955ca56a2affc0f7d485bb0639bfa81662eb49,4,0,0,1,0.0,0.25,0.0,18.5186,86898957,87024691
0xbca1cf24a02950981d4a25d2ea532f2a131010ff,10,0,0,1,0.0,0.1,0.0,26.0564,86911553,88478256
0xbd98ed1ea4b6284c162238740584c6ace4b4e288,2,0,0,0,0.0,0.0,0.0,0.0,87128155,87323461
0xbea9c26b291e4a67d95dd238cebb9a3ce607522a,2,0,0,0,0.0,0.0,0.0,0.0,87227781,87312901
0xbf05250cecb57258a8baf32df953ad123f795dce,1,0,0,0,0.0,0.0,0.0,0.0,87086726,87086726
0xbf6a2a7df36b97c849eab4e49cdeb1051081e0ac,1,0,0,0,0.0,0.0,0.0,0.0,87229766,87229766
0xbfe79e2b134edea02a27971ec5f5cd6f86808c35,1,0,0,0,0.0,0.0,0.0,0.0,88776939,88776939
0xbfea38e4e5006e1af51d699420e3a282eac7cf0e,1,0,0,0,0.0,0.0,0.0,0.0,88032058,88032058
0xc05be905431727c81aa2ff1e7f3f18410d412fa8,1,0,0,0,0.0,0.0,0.0,0.0,88580912,88580912
0xc08a4b847770c731fbed22ec5346344e6033309e,1,0,0,0,0.0,0.0,0.0,0.0,88035627,88035627
0xc22716deb67f01d4da5e6772a1bb45763251c7f6,2,0,0,1,0.0,0.5,0.0,20.0,87067442,87124419
0xc23357ae253701aa6bf4eda6ebb0ff99fab04131,1,0,0,0,0.0,0.0,0.0,0.0,86909403,86909403
0xc2e9cd167eb456807ced8108fd608f7ba67902e6,2,0,0,0,0.0,0.0,0.0,0.0,87042367,87812259
0xc2f4fc59fa44502aaf7ea33546b89693a69f9f6a,1,0,0,0,0.0,0.0,0.0,0.0,87041962,87041962
0xc4011f1b79dda4667126255fbbaec5a07c89abc6,1,0,0,0,0.0,0.0,0.0,0.0,87293323,87293323
0xc4865c53882b9f6f7c1ffaf080c1ee0865f5834d,1,0,0,0,0.0,0.0,0.0,0.0,88855502,88855502
0xc4aacf79dfcf0734ed122d5a5813fec192adf087,1,0,0,1,0.0,1.0,0.0,40.0,87072776,87072776
0xc4e921c2fae4554716190988ed0ed13051d93d95,5,0,0,0,0.0,0.0,0.0,8.0,87319725,88425964
0xc55d3c892477d44b002ff0b150fc7372e6967532,1,0,0,0,0.0,0.0,0.0,0.0,86930291,86930291
0xc5a2119df7a617747734c42c91783d604a61b77d,1,0,0,0,0.0,0.0,0.0,0.0,86848192,86848192
0xc5e39c5f47917556c42df062151827e4eb4a6314,1,0,0,0,0.0,0.0,0.0,0.0,87111456,87111456
0xc61407e4cbcaf4c71913bdf7f3ff205145a96e15,2,0,0,0,0.0,0.0,0.0,0.0,87051164,87051353
0xc694bc91de4b6397abfbabc9d1293c4ffc2f2863,28,1,0,1,0.0,0.035714,0.035714,11.9249,86848055,89178772
0xc6b73cb9259f8e7446d9dcf7a579a7e0a049f706,3,0,0,0,0.0,0.0,0.0,4.0,88680165,89083021
0xc714f7d0744d72f9490c66908f4805b2cfdaf784,1,0,0,0,0.0,0.0,0.0,0.0,86928571,86928571
0xc726a8868cceec8bc9846bd68dda71c9496b6f63,1,0,0,0,0.0,0.0,0.0,0.0,86859561,86859561
0xc7646e164c00eec3d97a6a9c93f9c5ff93242b57,1,0,0,1,0.0,1.0,0.0,40.0,87114888,87114888
0xc7c471c5687b931c98caa7260ba1f3ffebff130b,1,0,0,0,0.0,0.0,0.0,0.0,87049752,87049752
0xc82cc3e9af1f87ef89354a26f12f5b0d231893db,13,0,0,4,0.0,0.307692,0.0,26.6314,87061998,89004917
0xc883709f1ac0f4a2b3230cc20a1669eb9a2552a9,1,0,0,0,0.0,0.0,0.0,2.002,87453931,87453931
0xc8bc18d4e5e996f9b6c8b8b76cda8584c0874778,1,0,0,0,0.0,0.0,0.0,2.6841,87904990,87904990
0xc9185dd5696e45e743c26270ae83c6c80b9818a4,3,0,0,1,0.0,0.333333,0.0,20.4999,86759001,86956578
0xc937a2e034b7dbbce005653c82737003fed680ab,1,0,0,0,0.0,0.0,0.0,0.0,86922116,86922116
0xc9979f04105ef5bd1a8f1f812d5d43ed0ab129be,1,0,0,0,0.0,0.0,0.0,0.0,88160755,88160755
0xc9a4b2390f1cb6acce46f6e69cbcfccbffe4bf68,1,0,0,1,0.0,1.0,0.0,40.487,88221208,88221208
0xc9f01cdfd6d672ecc5538082301c4f63a31b5e4f,2,0,0,0,0.0,0.0,0.0,0.0,87339313,88174551
0xca43174eab80dbcb647613c4737d495594e92a32,1,0,0,0,0.0,0.0,0.0,0.0,86899757,86899757
0xcb21ce234cb177f11dc5c5bbca62400a43307694,1,0,0,0,0.0,0.0,0.0,2.7169,87455889,87455889
0xcb58d56244b96fde226439734002997fbafbd69c,6,0,0,0,0.0,0.0,0.0,8.0,86944763,87331987
0xcb65a4da832210ce85dfe92890705f001faa4e94,1,0,0,0,0.0,0.0,0.0,1.257,87645072,87645072
0xcb6e5fc891ea3d3e07c5505ddb5e2bbacb27a093,1,0,0,1,0.0,1.0,0.0,40.0,88468007,88468007
0xcdbb9732175a9eeebb1815f73e71f47ba545ca88,2,0,0,0,0.0,0.0,0.0,2.6899,87366044,87372492
0xce2a75f63d827f166c1cd30a69228bfd18539a17,1,0,0,0,0.0,0.0,0.0,1.6152,87123353,87123353
0xcfe9a892122e26bdc632d9f6c14814c1a894f874,8,0,0,0,0.0,0.0,0.0,9.5172,87230711,88238419
0xd08751b9bf31d1cb8baa854267c3829aacacb3de,30,0,0,4,0.0,0.133333,0.0,33.6928,86856574,89238923
0xd2225bcf148a613a4c31b8477fd7cd9bdca6f220,5,0,0,0,0.0,0.0,0.0,8.0,86749529,88677577
0xd2a601ffefc41e7a0cee6169a682b2c92ae0ea22,1,0,0,0,0.0,0.0,0.0,2.8813,88010613,88010613
0xd35dbc8648480807080e7e831bbff479a585f8e4,1,0,0,0,0.0,0.0,0.0,0.0,86897473,86897473
0xd3d21c3efe4aac43cad819e930ad6f005d1b7b2e,4,0,0,0,0.0,0.0,0.0,4.0,86894824,88784482
0xd41feaa24dede516a501862cf1f376defb811772,22,0,0,2,0.0,0.090909,0.0,16.2475,86851464,88954926
0xd42c3c55a3da49743b89276e1784e2aab10a6ed7,1,0,0,0,0.0,0.0,0.0,3.0087,88465279,88465279
0xd4367bfd77bb1eef476cb8e570ab1cb0a576a66d,156,8,0,15,0.0,0.096154,0.051282,13.1429,86752571,89239096
0xd44e17d5daeab4ec126e2c8395758b55f959298b,17,0,0,3,0.0,0.176471,0.0,29.311,86905268,89234027
0xd466df04fd0dec5fa9a3c44442589626bb7f6c7b,2,0,0,1,0.0,0.5,0.0,45.2834,88839375,88858502
0xd46c089bf6a0f73388701b4cc7c2c205555ffd20,1,0,0,0,0.0,0.0,0.0,0.0,87702144,87702144
0xd5a53789bbf3226af70d6337ebc7c091e27efca6,3,0,0,2,0.0,0.666667,0.0,59.755,87099293,87469042
0xd60bbaef832bfcee12e2190d7d42dd1830bfba91,1,0,0,0,0.0,0.0,0.0,0.0,86932400,86932400
0xd631d5be8018a1f7929809dee4b857a7dcaccef7,2,0,0,0,0.0,0.0,0.0,0.0,87057884,88086535
0xd635f2418ee5083f744d5a2411e1fb649141017b,6,0,0,0,0.0,0.0,0.0,8.0,86854877,88036420
0xd6500e1cda9f1b42490e9170fbc352a1829d0ff8,1,0,0,0,0.0,0.0,0.0,0.0,89072306,89072306
0xd6501b4c924eda70ac23e0866d394061de3213f8,5,1,0,0,0.0,0.0,0.2,-6.4347,87216606,88099118
0xd6e10e5d7967c5eacb716b3e8a7fd7f6367d18ab,2,0,0,0,0.0,0.0,0.0,0.0,87448976,88221210
0xd758365245f5ce8a60a72dc9cd20c4b0e854e090,1,0,0,0,0.0,0.0,0.0,0.0,87423261,87423261
0xd7bc6bc24b0f66cbfa78df2e3d9e62c294363e40,20,0,0,2,0.0,0.1,0.0,25.9312,87148193,88856888
0xd7f90d2e242bd1191130a5bf6564af7a27cfc446,1,0,0,1,0.0,1.0,0.0,39.1369,87221664,87221664
0xd82913909e136779e854302e783ecdb06bfc7ee2,1,0,0,0,0.0,0.0,0.0,0.0,86861553,86861553
0xd88a984af5c56ec4a6b4299ac9ca856b4d009773,1,0,0,0,0.0,0.0,0.0,0.0,88579761,88579761
0xd8fe5585797bd20f10c77a1dba203184d3f2ccfb,14,2,0,5,0.0,0.357143,0.142857,21.608,86871499,88670258
0xd975cd7231d069fe00346a457dda8b9326b8136f,3,0,0,1,0.0,0.333333,0.0,19.8258,86936515,88778976
0xd9d82b4282a03f65251e127ea31d04d192ced297,7,0,0,2,0.0,0.285714,0.0,43.7143,86988898,87426632
0xda81f65685e7df88038b92a07d4a465580e93988,1,0,0,0,0.0,0.0,0.0,0.0,87139322,87139322
0xdadca49e762abb5c904223d73388eb9dcceba21c,38,1,0,1,0.0,0.026316,0.026316,13.1573,86823308,88964539
0xdb3ecb4f2e11df75a38b041c2762ceb70cfa7f3f,2,0,0,1,0.0,0.5,0.0,45.4406,87872659,88000006
0xdbba1a9db1025f679dc731cd070bb1bfa9f6fdd8,1,0,0,0,0.0,0.0,0.0,0.0,89069723,89069723
0xdbc9bcd47bd51fbbf7158679ab2b61e0d023c9ac,1,0,0,0,0.0,0.0,0.0,0.0,87066070,87066070
0xdbfa789cbc07028a679adb3f4e0b9b653a8c27da,1,1,0,0,0.0,0.0,1.0,-77.806,86936545,86936545
0xdc9c6ddc7df0b953d89b026b1074620fbd26623b,1,0,0,0,0.0,0.0,0.0,0.0,88061247,88061247
0xdd4f1ec1931b21b8ce0a9ac131b410cb2f8d9a52,1,0,0,1,0.0,1.0,0.0,40.0,86896987,86896987
0xdd51039d6ccc200926707e3d9a74ae659bd8a56b,3,0,0,0,0.0,0.0,0.0,4.5011,87094927,87701003
0xdd7ed5d854a6a7a9235ff6ae591d18003c19081e,1,0,0,0,0.0,0.0,0.0,0.0,86864572,86864572
0xddbf8466011e03ccf3052e790500b6891a1b030d,1,1,0,0,0.0,0.0,1.0,-78.8919,88642500,88642500
0xde1d588cd2bb1b4341cd3ac47e83d2e5c3bc2a8e,1,0,0,0,0.0,0.0,0.0,0.0,87266077,87266077
0xde8c7fc0810e803f39d7214fb7f8c41ea4ccfd6b,1,0,0,1,0.0,1.0,0.0,95.0,87747923,87747923
0xdf2237114d595e0bf4d35cbcdebcdf43c55c4669,6,0,0,0,0.0,0.0,0.0,8.0,86858650,89054894
0xdf8940eb8c8dc65ca0ceb85fd02731efa5907fa7,1,0,0,0,0.0,0.0,0.0,0.0,86859426,86859426
0xe06b59a2f1e4a5b291569ec664a4723b66c3b112,1,0,0,0,0.0,0.0,0.0,0.0,86898034,86898034
0xe1864608996c9e5d94645d044ab60eb0faf26e18,1,0,0,0,0.0,0.0,0.0,0.0,88310671,88310671
0xe1d67975251d688bfc7e3ac5b50d39efaf070319,1,0,0,0,0.0,0.0,0.0,0.0,88057954,88057954
0xe27c5afa718c3eab923ce9e46d3f28a7a098793a,1,0,0,0,0.0,0.0,0.0,0.0,87265863,87265863
0xe31ca42e1fdf40ffd0648981cf48aee2f2c4856f,3,0,0,0,0.0,0.0,0.0,5.1679,87227978,87812065
0xe37776cbc58ece10ec92af65359a373ddfc33309,2,0,0,0,0.0,0.0,0.0,2.3472,87702891,88310360
0xe41d8bb1efccd74af4f2cf20f18ca513656d8f88,1,0,0,0,0.0,0.0,0.0,0.0,87229881,87229881
0xe437fc48e8f2313c5412969eb9d5029d4b8095d3,1,0,0,0,0.0,0.0,0.0,0.0,86845651,86845651
0xe5a787ef6aa5ed67ba50d3e76fe7fd1bc63fed4f,5,0,0,3,0.0,0.6,0.0,50.2841,88528842,89015668
0xe5b42ebe00a66036e54b8c505e5e1edca60648db,4,1,0,0,0.0,0.0,0.25,-14.323,86886011,88403039
0xe5c11088d74734b6e5afaa4a7ccc95e3c7045471,1,0,0,0,0.0,0.0,0.0,0.0,87313329,87313329
0xe5e3c83bdb9758d7f3c9e73bc7b5aacd061733a4,1,0,0,1,0.0,1.0,0.0,43.2125,88854404,88854404
0xe6702cbc07529ca97c7bb8316654b6f74712cf44,1,0,0,0,0.0,0.0,0.0,0.0,87030993,87030993
0xe6f3e855841f84eb2b1e833ed2501a28b721b3e1,1,0,0,1,0.0,1.0,0.0,45.4126,87422277,87422277
0xe731f2fda1dc51d229657c3cbae46214692026a1,3,0,0,2,0.0,0.666667,0.0,60.6667,86911548,88478228
0xe74e482b8792a1158c2f774ca987e3e61dfc8bc2,9,0,0,1,0.0,0.111111,0.0,14.9714,86846045,88377571
0xe810bc023acd1e59c28024e7b14ec2e52c249083,14,1,0,1,0.0,0.071429,0.071429,10.231,86927698,87700115
0xe8284169ef3c671ad469ce6d666dc9d75d00a20a,1,0,0,0,0.0,0.0,0.0,0.0,87316403,87316403
0xe839ae108c03861a608304e506b47ff10cb71226,1,0,0,0,0.0,0.0,0.0,0.0,87230636,87230636
0xe881f671b1ede86d4a8e3315ce13b77257ec7525,34,1,0,10,0.0,0.294118,0.029412,26.3753,86753359,89250110
0xec6f2d05c0f2e7081cf827460e91a17feb702458,111,9,0,12,0.0,0.108108,0.081081,9.5682,86845855,89160108
0xecfb1583a93a529ac9abaa28c4b5a6bb18ae02a1,1,0,0,0,0.0,0.0,0.0,0.0,87249695,87249695
0xed31ec8e8d5e8eda01371602bfad4cebf0dd7e6c,2,0,0,0,0.0,0.0,0.0,0.0,87247581,87253140
0xed4f45c475ca7356c5e0b88d448c0793d029ba30,10,1,0,2,0.0,0.2,0.1,12.6804,87223921,89210665
0xeda94f2cc1b678b5e859dd569ba1fcb521cd3b42,1,0,0,0,0.0,0.0,0.0,0.0,88285204,88285204
0xedbe78e95d0b5d79d4cebf79730d7f5954f75e2f,1,0,0,1,0.0,1.0,0.0,40.0,87267625,87267625
0xee0b2f6f7da9debb96a6f4ac339d8363fc603a9d,2,0,0,1,0.0,0.5,0.0,22.1392,86751998,86858284
0xee191858b3f5846ebaf31fbafaa484222c92b45d,7,0,0,1,0.0,0.142857,0.0,17.0671,86813546,88472241
0xeeef50da2792a934ceeebb801066975f8177f2e4,1,0,0,0,0.0,0.0,0.0,0.0,88180442,88180442
0xeeefff8ce2710fa490e0fcb794235e873c252d2e,66,1,0,13,0.0,0.19697,0.015152,25.7837,86894402,89011001
0xeef2aabf9fa8c9266da7c6185198e82aa0bef05a,1,0,0,1,0.0,1.0,0.0,42.3916,87400148,87400148
0xeefb0bc08b47098686a37b04a0c05fd73bfb8cb5,1,0,0,0,0.0,0.0,0.0,0.0,87051212,87051212
0xef3a2e8f40257eedb1a51111360bb3f97773cfaa,12,2,0,1,0.0,0.083333,0.166667,-0.3309,86852464,88859000
0xef69c152daeeda497141269eab8100dd8bd98b37,3,0,0,0,0.0,0.0,0.0,4.0,88062214,88216403
0xf0471c597e77fa1b7f0d5eaf797f5f13211d6a51,2,0,0,0,0.0,0.0,0.0,0.0,87470085,87483243
0xf142a72aafc275a6fa453a8decb30f30b1cf64be,1,0,0,0,0.0,0.0,0.0,2.587,86875181,86875181
0xf16cfddad5b488c37cf4acb7c1253a046b18a998,1,0,0,1,0.0,1.0,0.0,40.0,88171730,88171730
0xf1957e1cbf238e7ede0808cdc23774769984ea9b,3,0,0,0,0.0,0.0,0.0,4.0,87228516,87622337
0xf1ec3fad33100c693919d7e8dea308bb5ea3305c,2,0,0,0,0.0,0.0,0.0,0.0,87262226,88001777
0xf20316c0636794bf4b889f652dd75afdbe23d5ed,1,0,0,1,0.0,1.0,0.0,40.0,86770445,86770445
0xf248fc80a4d3da6125c81c18e31244eeaa189308,4,0,0,1,0.0,0.25,0.0,25.2043,86944743,89059673
0xf29ee24d01793a7dbb93760b0096cb729ede3bff,1,0,0,0,0.0,0.0,0.0,0.0,88431246,88431246
0xf2a3bda4d0da5846b4634cde1395c478037ddb13,1,0,0,1,0.0,1.0,0.0,41.9663,87834042,87834042
0xf38ce55fe4e517e77e1056a54e64f22d43d88c3a,30,1,0,1,0.0,0.033333,0.033333,12.5698,86922124,88871823
0xf39ba554595160ce6160132a03cf759995ecf779,2,0,0,0,0.0,0.0,0.0,0.0,87875207,88461659
0xf3ad250e8f0696480e00edaed6f68a6cf60b4439,2,0,0,0,0.0,0.0,0.0,1.219,87040565,87062006
0xf3b01d12ae9b519c9121a785fe5500b20ba64fae,3,0,0,1,0.0,0.333333,0.0,17.3333,87232932,88839352
0xf4cebee81e876d7b9c9f53b53b96fcba0fa41b59,4,0,0,2,0.0,0.5,0.0,37.1652,87407624,88196641
0xf52587acc18f3b4b0c816fae0a10201f8c0dab6d,1,0,0,1,0.0,1.0,0.0,42.0,88922234,88922234
0xf5a8a25dd1976585631eacdfebd5f0a0296d5361,1,0,0,0,0.0,0.0,0.0,0.0,87082901,87082901
0xf5d15fbaf534cf4b1a46a1637abee06521d40b5b,3,0,0,1,0.0,0.333333,0.0,19.7068,87075458,87240312
0xf63fce670c8ac2faeb1e2cc4f51641d1d96db949,1,0,0,0,0.0,0.0,0.0,0.0,88853892,88853892
0xf6f298819989efd891684bedf88f84ab6c6f05bb,1,0,0,0,0.0,0.0,0.0,1.4195,87394818,87394818
0xf74071801383e965da2047224ef4036d0cf2926d,1,0,0,0,0.0,0.0,0.0,3.4541,88095241,88095241
0xf77011e5c66815fafed85b8b19e85e45611ed7a5,7,0,0,3,0.0,0.428571,0.0,32.8219,86753266,88912900
0xf7adcaf376fd0a131f3d49a0e38a476d2d863aab,1,0,0,0,0.0,0.0,0.0,0.0,87085845,87085845
0xf8256a38861d787d5bb90661b333419f5a42c27b,1,0,0,0,0.0,0.0,0.0,0.0,88968820,88968820
0xf84a59f13adcb9576876436c458519c15ca5dcab,2,0,0,0,0.0,0.0,0.0,0.0,86896798,88417592
0xf8a171376339833f8b3544cca226ac3c1954c567,2,0,0,0,0.0,0.0,0.0,0.0,88295520,88359768
0xf8b0363be10aea31316e73dca7f807d263698cba,1,0,0,0,0.0,0.0,0.0,0.0,87112742,87112742
0xf9c1afd9499961fab031d1776b166281533fe2d9,1,0,0,0,0.0,0.0,0.0,0.0,88194202,88194202
0xf9ffd975aaf170a734782e666e55b00c13b766a8,2,0,0,0,0.0,0.0,0.0,0.0,87442311,88771309
0xfa0d206d76796b9cc6201f4abc43da42e63e3115,4,0,0,0,0.0,0.0,0.0,4.0,87458396,88052948
0xfa679b2b31b992d054e251260a248a6e9be14a79,3,0,0,0,0.0,0.0,0.0,4.0,87221942,88414282
0xfa7916ffb1af26736ddc3b699a5864721fc3b6e9,3,0,0,0,0.0,0.0,0.0,6.6979,87224403,88185410
0xfba43fe12c9b04293008623fd7e5ca04f1088f87,1,0,0,0,0.0,0.0,0.0,0.0,87908099,87908099
0xfbe28401e7aa963a40bca19bf84d1c3359aede0e,2,0,0,0,0.0,0.0,0.0,0.0,87456971,88295160
0xfc392410de2b0ed633e4eb9f5457ca3b15652533,1,0,0,0,0.0,0.0,0.0,0.0,86944770,86944770
0xfc4f150ed8d99ce655108ed6ea47047f43e07411,2,0,0,0,0.0,0.0,0.0,0.0,87656025,87666133
0xfd4547b86af7cfb385b76d192567cb75b77f88c7,1,1,0,0,0.0,0.0,1.0,-78.0105,86856572,86856572
0xfd89322f0b1566328268e9bf8bb3737d5f5a3baa,15,0,0,2,0.0,0.133333,0.0,19.7947,88566668,89243630
0xfe2aaa63539959eb1f083b0b567da8f6b1c3a8c6,4,0,0,1,0.0,0.25,0.0,16.402,86898981,88612048
0xfe39e75424994dc0971ca97ebbdf5b2cda5885aa,1,0,0,1,0.0,1.0,0.0,41.8032,86888862,86888862
0xfe4cc71a5a82a68adb3e5b6b483f8c799ee2dc51,1,0,0,0,0.0,0.0,0.0,0.0,88612064,88612064
